id,carat,cut,color,clarity,depth,table,price,x,y,z
7801,1.22,Ideal,G,VVS2,62.3,56.0,10221,6.84,6.81,4.25
7802,0.55,Good,D,SI2,63.2,56.0,1272,5.21,5.24,3.3
7803,0.73,Premium,I,VS2,59.7,59.0,2246,5.81,5.94,3.51
7804,0.53,Ideal,H,VS1,62.3,54.0,1449,5.18,5.22,3.24
7805,1.0,Fair,H,SI2,63.7,54.0,3164,6.42,6.27,4.06
7806,0.3,Ideal,F,VVS1,62.1,55.0,802,4.31,4.35,2.69
7807,1.52,Ideal,I,VS2,62.1,59.0,9465,7.3,7.35,4.55
7808,0.51,Very Good,G,VVS1,63.2,58.0,1971,5.11,5.08,3.22
7809,0.34,Ideal,D,VS2,61.6,55.0,881,4.54,4.48,2.78
7810,0.76,Premium,D,SI1,61.6,59.0,2942,5.84,5.82,3.59
7811,1.57,Ideal,E,VS2,62.3,57.0,16570,7.39,7.44,4.62
7812,1.34,Ideal,H,IF,60.9,57.0,11109,7.09,7.19,4.35
7813,0.3,Good,E,SI1,63.6,57.0,526,4.22,4.24,2.69
7814,1.25,Premium,G,VS1,61.8,58.0,9009,6.91,6.94,4.28
7815,0.91,Premium,I,VS1,59.5,62.0,3620,6.3,6.24,3.73
7816,1.8,Good,F,SI2,57.9,58.0,12308,8.13,8.08,4.69
7817,1.11,Premium,D,I1,61.9,58.0,3655,6.66,6.63,4.11
7818,0.29,Ideal,G,IF,61.3,55.0,673,4.25,4.28,2.61
7819,1.11,Ideal,J,VS2,61.7,54.0,5051,6.64,6.69,4.11
7820,1.52,Ideal,F,SI1,62.0,54.0,12182,7.44,7.36,4.59
7821,0.71,Ideal,G,VS2,60.6,56.0,2911,5.76,5.8,3.5
7822,0.56,Ideal,F,VVS2,61.1,56.0,2522,5.35,5.37,3.27
7823,0.75,Ideal,E,VS1,62.5,57.0,3555,5.8,5.85,3.64
7824,0.41,Ideal,D,SI1,60.7,55.0,771,4.83,4.86,2.94
7825,0.68,Very Good,F,SI1,60.1,57.9,1964,5.69,5.74,3.43
7826,1.0,Premium,D,SI2,59.4,60.0,4626,6.56,6.48,3.87
7827,1.01,Good,F,VS2,61.7,58.0,6288,6.3,6.34,3.9
7828,0.5,Good,F,VS2,57.8,63.0,1279,5.2,5.15,2.99
7829,0.7,Ideal,J,VS2,62.6,57.0,1874,5.64,5.67,3.54
7830,2.0,Good,I,SI1,63.0,61.0,15072,7.93,7.97,5.01
7831,0.5,Good,D,SI1,63.9,56.0,1210,5.02,4.93,3.18
7832,0.44,Good,J,VS1,63.2,57.0,694,4.82,4.86,3.06
7833,1.71,Very Good,I,VS2,63.4,59.0,11389,7.53,7.45,4.75
7834,0.32,Premium,E,VS2,60.5,55.0,900,4.49,4.43,2.7
7835,1.51,Very Good,G,VVS2,62.7,57.0,14938,7.33,7.38,4.61
7836,1.0,Very Good,D,VVS2,59.9,61.0,9740,6.42,6.5,3.87
7837,0.5,Good,E,VVS2,64.8,58.0,1917,4.97,5.0,3.23
7838,1.49,Very Good,H,VS2,62.7,60.0,9552,7.24,7.31,4.56
7839,0.3,Ideal,E,VS2,62.0,57.0,603,4.26,4.29,2.65
7840,0.7,Premium,D,SI1,62.6,58.0,2550,5.67,5.6,3.53
7841,1.46,Very Good,I,SI1,62.5,57.0,7146,7.15,7.19,4.48
7842,1.0,Very Good,E,VS2,62.9,57.0,7607,6.33,6.35,3.99
7843,0.38,Premium,E,VS2,62.2,59.0,866,4.63,4.67,2.89
7844,0.51,Good,E,VVS2,60.7,57.7,2523,5.17,5.19,3.14
7845,0.3,Ideal,G,VVS1,61.6,58.0,764,4.31,4.32,2.66
7846,0.33,Ideal,H,VVS2,60.9,57.0,854,4.52,4.48,2.74
7847,1.05,Ideal,H,SI2,61.2,57.0,4410,6.59,6.54,4.02
7848,2.0,Very Good,I,VS2,63.3,56.0,16694,8.03,7.98,5.07
7849,0.3,Ideal,E,VVS1,62.5,54.0,979,4.32,4.29,2.69
7850,1.03,Premium,F,SI1,58.6,62.0,5087,6.65,6.6,3.88
7851,1.02,Very Good,E,VS2,62.8,59.0,5565,6.39,6.44,4.03
7852,0.42,Ideal,I,VS1,61.7,54.0,771,4.8,4.82,2.97
7853,0.43,Ideal,G,VS1,61.3,57.0,943,4.85,4.88,2.98
7854,1.12,Premium,D,SI2,60.5,59.0,5233,6.72,6.76,4.08
7855,1.12,Very Good,H,SI2,62.5,58.0,4373,6.58,6.63,4.13
7856,0.72,Premium,I,VS2,61.1,61.0,1991,5.79,5.74,3.52
7857,0.31,Ideal,F,IF,61.3,57.0,914,4.34,4.37,2.67
7858,2.0,Good,E,SI2,64.7,57.0,15393,7.75,7.86,5.05
7859,0.36,Ideal,D,SI1,62.0,56.0,851,4.61,4.55,2.84
7860,0.7,Very Good,H,VS1,62.8,58.0,2389,5.59,5.69,3.54
7861,1.01,Fair,E,SI1,65.3,59.0,4844,6.13,6.19,4.02
7862,0.3,Ideal,H,VVS1,62.5,53.8,639,4.31,4.33,2.69
7863,0.39,Ideal,G,VVS2,61.1,56.0,974,4.7,4.72,2.88
7864,0.8,Good,G,VS2,64.2,58.0,2753,5.84,5.81,3.74
7865,1.08,Premium,F,VS2,62.1,59.0,7637,6.59,6.54,4.08
7866,0.39,Premium,D,VVS2,63.0,57.0,1290,4.69,4.65,2.94
7867,1.2,Premium,H,SI2,62.1,57.0,3965,6.84,6.69,4.21
7868,0.7,Very Good,F,SI1,59.4,59.0,2573,5.75,5.8,3.43
7869,0.61,Ideal,G,IF,62.3,56.0,2800,5.43,5.45,3.39
7870,1.22,Premium,G,VS1,61.3,58.0,8779,6.91,6.89,4.23
7871,0.35,Good,F,SI1,63.6,54.0,748,4.52,4.51,2.87
7872,0.4,Good,G,VVS2,61.4,64.0,1050,4.7,4.65,2.87
7873,1.0,Good,D,SI1,64.2,56.0,5642,6.23,6.29,4.02
7874,0.29,Premium,G,VVS1,62.0,58.0,669,4.23,4.19,2.61
7875,0.52,Very Good,J,SI1,62.5,59.0,1019,5.14,5.16,3.22
7876,0.36,Ideal,H,VVS1,61.5,56.0,794,4.57,4.6,2.82
7877,2.28,Ideal,G,SI2,61.6,57.0,13907,8.44,8.37,5.18
7878,0.71,Ideal,G,VS1,61.5,56.0,2859,5.74,5.78,3.54
7879,1.01,Good,I,SI2,64.1,58.0,3349,6.26,6.31,4.03
7880,1.26,Ideal,G,VVS2,61.4,55.0,12066,6.96,6.99,4.29
7881,0.71,Premium,I,VS2,60.0,58.0,1952,5.79,5.85,3.49
7882,0.38,Very Good,F,VS1,58.7,63.0,988,4.75,4.79,2.8
7883,0.73,Very Good,H,VS2,61.3,60.0,2430,5.72,5.79,3.53
7884,0.78,Premium,E,VS1,60.9,57.0,3360,5.94,5.88,3.59
7885,0.9,Good,G,SI1,63.9,60.0,3512,6.1,6.07,3.89
7886,1.56,Premium,F,SI1,60.7,59.0,11901,7.55,7.45,4.55
7887,0.4,Ideal,I,SI1,61.2,55.0,692,4.77,4.8,2.93
7888,1.01,Very Good,I,SI1,64.4,54.0,4805,6.31,6.4,4.09
7889,1.56,Premium,I,VS2,60.8,59.0,7326,7.56,7.51,4.58
7890,0.31,Very Good,H,VVS2,62.6,58.0,625,4.28,4.31,2.69
7891,0.32,Premium,I,VS2,62.2,59.0,449,4.35,4.37,2.71
7892,1.11,Ideal,I,SI2,61.9,57.0,4457,6.66,6.62,4.11
7893,0.3,Ideal,E,VS1,62.5,54.0,703,4.27,4.32,2.69
7894,0.32,Ideal,J,IF,62.2,56.0,684,4.41,4.37,2.73
7895,1.0,Ideal,H,VS2,61.2,60.0,6133,6.4,6.45,3.93
7896,0.4,Premium,H,VVS2,60.9,58.0,877,4.74,4.79,2.9
7897,1.76,Very Good,H,SI1,63.0,63.0,9336,7.65,7.63,4.81
7898,1.0,Ideal,J,SI2,62.1,56.0,3465,6.34,6.41,3.96
7899,0.32,Ideal,D,SI1,62.8,56.0,756,4.35,4.34,2.73
7900,0.37,Ideal,D,VS2,61.3,56.0,1124,4.64,4.6,2.83
7901,1.59,Premium,J,VS2,62.6,59.0,7811,7.43,7.45,4.66
7902,0.55,Ideal,G,VVS1,61.5,55.0,2473,5.28,5.26,3.24
7903,1.21,Fair,H,SI2,65.6,56.0,3862,6.69,6.59,4.36
7904,0.34,Ideal,F,VVS1,61.4,57.0,967,4.5,4.53,2.77
7905,1.37,Ideal,E,VS2,60.3,54.0,11314,7.26,7.2,4.36
7906,0.31,Ideal,D,VS2,61.3,57.0,621,4.36,4.41,2.69
7907,0.8,Ideal,F,VS2,61.2,58.0,3713,5.99,6.03,3.68
7908,0.32,Ideal,G,IF,61.6,55.0,918,4.42,4.45,2.73
7909,0.73,Premium,F,VS2,59.9,58.0,2933,5.84,5.87,3.51
7910,1.5,Very Good,I,VS2,60.8,58.0,9804,7.36,7.42,4.49
7911,1.21,Very Good,H,SI2,61.1,60.0,4991,6.86,6.91,4.21
7912,1.21,Premium,H,VS2,58.8,59.0,6708,7.01,6.98,4.11
7913,0.78,Very Good,I,SI1,63.5,57.0,2348,5.79,5.86,3.7
7914,1.02,Premium,F,VS2,61.3,58.0,6597,6.54,6.42,3.97
7915,1.19,Ideal,D,VS2,60.4,56.0,7916,6.87,6.93,4.17
7916,2.51,Premium,H,SI2,59.3,61.0,14543,8.81,8.77,5.21
7917,0.58,Ideal,G,IF,60.9,57.0,2508,5.39,5.46,3.3
7918,0.31,Very Good,D,VVS1,61.1,56.0,826,4.35,4.42,2.68
7919,0.97,Very Good,F,SI2,59.9,59.0,4063,6.38,6.45,3.84
7920,0.91,Ideal,E,SI2,62.2,57.0,3800,6.2,6.24,3.87
7921,1.33,Premium,G,VS1,60.2,60.0,9992,7.2,7.12,4.31
7922,1.0,Premium,F,VS1,61.3,59.0,6692,6.45,6.42,3.95
7923,0.78,Very Good,H,VS1,61.7,56.0,2947,5.92,5.94,3.66
7924,1.84,Premium,H,SI1,59.7,58.0,13905,8.01,7.98,4.77
7925,0.51,Very Good,F,SI1,63.7,55.0,1271,5.06,5.11,3.24
7926,1.5,Premium,E,I1,61.5,58.0,4032,7.38,7.2,4.5
7927,0.31,Ideal,F,IF,60.1,59.0,901,4.38,4.41,2.64
7928,0.37,Ideal,H,VS2,61.7,55.0,603,4.64,4.67,2.87
7929,0.41,Ideal,J,VS1,62.8,56.0,707,4.73,4.79,2.99
7930,0.5,Very Good,G,VVS2,60.9,61.0,1838,5.11,5.13,3.12
7931,0.31,Very Good,F,SI1,62.9,57.0,516,4.31,4.34,2.72
7932,0.79,Very Good,G,SI1,60.9,63.0,2394,5.89,5.84,3.57
7933,0.81,Very Good,D,VVS2,63.9,56.0,5423,5.79,5.91,3.74
7934,1.03,Ideal,G,SI1,60.1,59.0,5111,6.6,6.57,3.96
7935,0.71,Good,I,VS1,61.5,64.0,2327,5.76,5.65,3.51
7936,0.31,Ideal,H,VVS2,61.4,56.0,609,4.38,4.41,2.7
7937,0.67,Premium,F,VS2,62.5,59.0,2211,5.58,5.53,3.47
7938,0.27,Ideal,E,VS2,60.8,56.0,537,4.25,4.23,2.58
7939,0.3,Good,D,VS1,64.3,56.0,610,4.22,4.27,2.73
7940,1.01,Good,E,SI1,63.3,58.0,4986,6.37,6.39,4.04
7941,1.33,Premium,H,SI1,61.9,58.0,7302,7.04,6.98,4.34
7942,0.74,Ideal,I,VS2,61.9,55.0,2997,5.8,5.83,3.6
7943,0.38,Very Good,G,VS2,62.5,56.0,775,4.59,4.63,2.88
7944,1.5,Premium,F,SI2,60.8,59.0,9240,7.3,7.36,4.46
7945,0.3,Very Good,G,VVS1,62.8,58.0,789,4.27,4.3,2.69
7946,0.33,Ideal,I,VVS2,62.4,56.0,743,4.43,4.41,2.76
7947,1.53,Ideal,G,VVS2,61.0,55.0,15505,7.5,7.44,4.56
7948,0.37,Ideal,E,VVS2,61.4,56.0,876,4.64,4.67,2.86
7949,0.3,Very Good,E,VS2,62.8,56.0,658,4.28,4.32,2.7
7950,0.7,Good,D,VS1,57.8,60.0,3239,5.85,5.87,3.39
7951,1.03,Ideal,F,VS2,62.3,56.0,6922,6.52,6.49,4.05
7952,0.75,Premium,H,SI1,60.7,62.0,2331,5.87,5.82,3.55
7953,0.58,Ideal,D,SI2,62.7,56.0,1442,5.32,5.3,3.33
7954,1.04,Ideal,H,VS1,62.2,56.6,6255,6.43,6.49,4.02
7955,0.3,Premium,J,VS1,62.7,59.0,506,4.28,4.24,2.67
7956,1.13,Premium,E,SI1,62.7,57.0,5012,6.65,6.62,4.16
7957,1.14,Premium,F,SI1,61.1,59.0,6033,6.75,6.7,4.11
7958,1.06,Premium,F,SI2,62.4,58.0,4372,6.5,6.54,4.07
7959,0.3,Ideal,F,VS2,61.8,57.0,605,4.31,4.33,2.67
7960,0.36,Ideal,F,VS2,62.0,54.0,684,4.58,4.61,2.85
7961,0.32,Ideal,D,SI1,62.7,54.0,756,4.39,4.35,2.74
7962,0.72,Premium,G,SI1,60.8,58.0,2318,5.8,5.74,3.51
7963,0.97,Fair,F,SI2,67.2,61.0,2338,6.09,6.0,4.06
7964,0.3,Premium,D,SI1,62.0,60.0,552,4.26,4.29,2.65
7965,1.01,Premium,G,SI1,63.0,59.0,4338,6.32,6.27,3.96
7966,0.45,Ideal,F,VS2,62.8,55.0,945,4.88,4.86,3.06
7967,2.04,Ideal,I,SI2,62.8,57.0,10282,8.11,8.07,5.08
7968,0.31,Premium,E,VS2,62.7,58.0,872,4.33,4.31,2.71
7969,0.31,Premium,H,VS1,62.4,58.0,544,4.32,4.36,2.71
7970,0.73,Premium,F,SI2,60.5,57.0,2351,5.84,5.8,3.52
7971,1.33,Premium,H,VS2,59.9,60.0,6614,7.13,7.09,4.26
7972,0.5,Ideal,E,VS1,61.7,57.0,2192,5.11,5.13,3.16
7973,0.78,Premium,F,VS2,62.6,58.0,2874,5.91,5.82,3.67
7974,0.27,Ideal,E,VVS2,61.8,57.0,622,4.12,4.16,2.56
7975,1.01,Very Good,D,SI2,61.8,57.0,4260,6.42,6.47,3.98
7976,0.71,Very Good,G,SI2,62.4,54.0,2171,5.72,5.76,3.58
7977,0.91,Ideal,I,VS2,62.2,59.0,3726,6.13,6.18,3.83
7978,0.72,Very Good,E,VS2,58.3,57.0,2872,5.89,5.94,3.45
7979,0.76,Premium,H,SI1,59.8,57.0,2227,5.93,5.91,3.54
7980,0.42,Ideal,G,VVS2,60.7,55.0,1031,4.86,4.89,2.96
7981,1.19,Premium,I,SI1,62.2,58.0,4777,6.73,6.77,4.2
7982,1.06,Premium,F,SI1,60.4,62.0,5580,6.62,6.59,3.99
7983,0.23,Premium,G,VVS1,61.3,59.0,531,3.96,3.94,2.42
7984,0.5,Premium,E,SI2,61.7,58.0,1240,5.12,5.06,3.14
7985,0.31,Premium,G,VVS2,61.8,58.0,907,4.36,4.32,2.68
7986,2.27,Premium,J,VS1,62.4,58.0,16994,8.36,8.41,5.23
7987,1.81,Very Good,I,VS2,62.7,58.0,12822,7.68,7.77,4.84
7988,0.32,Premium,G,VVS2,62.3,58.0,936,4.38,4.35,2.72
7989,0.4,Ideal,E,VS2,61.1,56.0,912,4.75,4.77,2.91
7990,1.0,Very Good,E,SI1,59.2,59.0,5718,6.49,6.55,3.86
7991,0.66,Good,H,VS1,59.9,60.3,1832,5.61,5.67,3.37
7992,0.31,Good,D,SI2,63.6,54.0,462,4.31,4.34,2.75
7993,0.5,Very Good,G,SI1,62.8,61.0,1197,4.99,5.01,3.14
7994,0.41,Ideal,D,VVS2,61.1,56.0,1181,4.81,4.78,2.93
7995,1.2,Premium,I,SI1,61.1,58.0,5510,6.88,6.8,4.18
7996,0.24,Very Good,H,VVS2,61.3,57.0,449,4.01,4.04,2.46
7997,1.35,Ideal,G,VS1,61.5,56.0,10378,7.15,7.12,4.39
7998,0.42,Premium,H,SI1,62.1,59.0,898,4.81,4.78,2.98
7999,0.8,Very Good,H,VVS1,61.9,56.0,3737,5.93,5.96,3.69
8000,1.33,Premium,H,SI1,61.5,59.0,7472,7.06,7.03,4.33
8001,1.32,Premium,F,SI2,60.6,60.0,6660,7.1,7.05,4.29
8002,1.19,Very Good,J,SI2,63.4,56.8,4329,6.7,6.79,4.27
8003,0.52,Ideal,G,VS1,62.7,57.0,1815,5.15,5.12,3.22
8004,0.37,Very Good,E,VS1,60.2,56.0,925,4.68,4.71,2.83
8005,0.57,Premium,G,VS1,60.5,58.0,1746,5.39,5.32,3.24
8006,0.3,Premium,E,VS1,61.8,58.0,911,4.33,4.31,2.67
8007,2.02,Fair,G,I1,68.0,55.0,6346,7.77,7.72,5.27
8008,0.41,Ideal,F,VS1,61.5,55.0,1180,4.8,4.83,2.96
8009,1.07,Ideal,G,VVS2,62.8,54.0,8212,6.51,6.55,4.1
8010,0.76,Very Good,E,VS1,62.1,58.0,3415,5.84,5.89,3.64
8011,1.0,Very Good,E,SI1,62.4,59.0,5571,6.36,6.42,3.99
8012,1.12,Ideal,F,VS2,62.6,56.0,8074,6.59,6.63,4.14
8013,0.32,Premium,F,VS2,60.2,59.0,828,4.43,4.4,2.66
8014,0.7,Ideal,F,VVS2,61.0,57.0,3478,5.73,5.75,3.5
8015,0.55,Ideal,E,VS1,61.2,57.0,2107,5.3,5.28,3.24
8016,0.5,Ideal,H,VS2,60.8,56.0,1446,5.17,5.19,3.14
8017,1.2,Very Good,F,VVS2,61.4,60.0,10931,6.79,6.83,4.18
8018,1.51,Ideal,E,VS2,61.2,57.0,14889,7.37,7.47,4.54
8019,0.44,Premium,F,VS1,61.2,61.0,1155,4.88,4.83,2.97
8020,2.0,Fair,J,I1,66.5,56.0,6796,7.93,7.8,5.23
8021,0.55,Ideal,E,VS1,61.2,54.0,1996,5.3,5.32,3.25
8022,0.76,Premium,F,SI2,62.3,55.0,2425,5.88,5.84,3.65
8023,0.5,Ideal,J,SI1,62.3,55.0,895,5.07,5.11,3.17
8024,0.9,Very Good,F,SI2,61.8,60.0,3803,6.13,6.14,3.79
8025,1.03,Ideal,G,VVS2,61.2,57.0,8483,6.48,6.52,3.98
8026,0.43,Ideal,F,SI2,60.7,57.0,742,4.88,4.91,2.97
8027,0.34,Ideal,E,VS1,62.0,56.0,1033,4.52,4.48,2.79
8028,1.08,Ideal,D,SI1,61.8,56.0,6078,6.62,6.69,4.11
8029,1.11,Ideal,E,SI1,62.1,55.0,7218,6.66,6.68,4.14
8030,0.55,Ideal,E,VS1,61.1,55.0,1975,5.3,5.33,3.25
8031,2.05,Very Good,I,SI2,59.8,56.0,12839,8.32,8.41,5.0
8032,1.34,Ideal,H,VS2,61.2,56.0,6078,7.09,7.05,4.33
8033,0.3,Ideal,J,VS1,59.7,57.0,506,4.4,4.37,2.62
8034,1.21,Premium,G,VS1,59.5,58.0,8456,7.01,6.97,4.16
8035,0.91,Ideal,E,SI1,61.2,58.0,4513,6.24,6.3,3.84
8036,1.13,Ideal,H,SI1,61.3,57.0,4556,6.72,6.7,4.11
8037,0.73,Premium,E,VS1,61.2,58.0,3370,5.77,5.83,3.55
8038,1.01,Good,E,VS2,58.0,60.0,6522,6.64,6.68,3.86
8039,1.0,Good,I,SI1,60.5,57.0,3878,6.4,6.46,3.89
8040,0.33,Premium,G,VVS1,61.2,60.0,1114,4.44,4.42,2.71
8041,0.28,Ideal,F,SI1,62.3,54.0,453,4.21,4.23,2.63
8042,1.52,Ideal,I,VVS1,62.3,55.0,11033,7.32,7.37,4.58
8043,1.14,Ideal,G,VS1,61.8,55.0,8121,6.71,6.76,4.16
8044,0.3,Ideal,F,VS2,61.9,54.0,573,4.29,4.33,2.67
8045,0.57,Ideal,H,IF,62.2,56.0,2195,5.3,5.33,3.3
8046,0.34,Premium,E,SI1,59.3,58.0,596,4.55,4.59,2.71
8047,1.0,Very Good,E,SI2,59.8,58.0,4321,6.47,6.53,3.89
8048,1.01,Premium,E,SI2,58.6,58.0,4308,6.66,6.62,3.89
8049,1.23,Very Good,F,VS1,60.6,58.0,9346,6.88,6.95,4.19
8050,0.51,Ideal,G,VS1,61.0,55.0,1656,5.11,5.21,3.15
8051,1.53,Ideal,J,VS1,62.4,54.0,8943,7.34,7.38,4.59
8052,1.21,Ideal,H,SI1,62.2,54.0,6876,6.8,6.86,4.25
8053,1.27,Ideal,J,SI2,61.2,56.0,5021,6.99,6.95,4.27
8054,0.82,Ideal,E,SI2,62.1,55.0,2668,6.04,6.01,3.74
8055,1.5,Fair,E,SI2,64.8,55.0,6922,7.26,7.15,4.67
8056,0.33,Ideal,E,SI1,59.6,57.0,644,4.53,4.49,2.69
8057,0.54,Ideal,G,VVS2,61.0,56.0,2090,5.3,5.25,3.22
8058,0.42,Very Good,E,SI2,58.8,60.0,653,4.86,4.9,2.87
8059,0.97,Good,J,VS2,64.3,58.0,3129,6.25,6.22,4.01
8060,1.01,Premium,G,SI1,61.0,59.0,4785,6.45,6.51,3.95
8061,0.4,Very Good,G,VVS2,61.6,58.0,925,4.73,4.78,2.93
8062,2.0,Premium,I,SI2,60.0,58.0,10976,8.23,8.17,4.92
8063,1.01,Very Good,G,VS1,63.1,57.0,5995,6.38,6.33,4.01
8064,0.28,Ideal,E,VS1,61.4,56.0,625,4.24,4.2,2.59
8065,1.0,Very Good,H,VVS2,60.3,59.0,5929,6.41,6.46,3.88
8066,0.54,Ideal,I,IF,62.5,55.0,1763,5.21,5.26,3.27
8067,0.53,Very Good,E,VVS2,60.7,59.0,2297,5.19,5.28,3.18
8068,0.31,Ideal,D,VS1,60.5,55.0,683,4.39,4.43,2.67
8069,1.06,Fair,G,SI2,65.3,62.0,3633,6.33,6.25,4.11
8070,0.34,Ideal,G,SI1,61.8,54.4,531,4.49,4.52,2.79
8071,0.57,Premium,H,SI1,59.3,58.0,1218,5.4,5.46,3.22
8072,1.2,Very Good,G,VS1,62.5,57.0,8150,6.84,6.75,4.25
8073,0.33,Ideal,E,VS2,62.4,55.0,928,4.42,4.4,2.75
8074,0.41,Very Good,F,SI1,62.4,60.0,801,4.73,4.75,2.96
8075,0.26,Very Good,F,VVS1,60.6,56.0,657,4.12,4.16,2.51
8076,0.42,Ideal,D,VS2,62.7,55.0,938,4.79,4.81,3.01
8077,1.52,Very Good,G,SI1,62.4,60.0,11014,7.25,7.34,4.55
8078,1.72,Premium,H,VS2,61.3,59.0,13609,7.72,7.69,4.72
8079,0.31,Premium,H,VVS1,60.6,59.0,707,4.36,4.38,2.65
8080,0.52,Ideal,H,SI1,61.5,56.0,1214,5.19,5.22,3.2
8081,1.1,Good,H,SI1,63.6,58.0,5131,6.55,6.5,4.15
8082,0.4,Premium,D,VS2,62.5,59.0,1050,4.72,4.66,2.93
8083,0.9,Very Good,H,VS2,61.6,63.0,3810,6.14,6.1,3.77
8084,0.8,Fair,G,SI2,61.2,58.0,2246,5.96,5.93,3.64
8085,0.38,Premium,I,VS2,62.5,58.0,633,4.58,4.61,2.87
8086,1.02,Fair,H,SI2,59.6,57.0,4398,6.65,6.5,3.92
8087,1.0,Very Good,E,SI2,63.5,56.0,4704,6.38,6.31,4.03
8088,0.42,Premium,I,SI1,62.6,58.0,626,4.76,4.8,2.99
8089,1.03,Fair,I,SI2,65.2,56.0,3530,6.42,6.35,4.16
8090,0.3,Premium,I,SI1,61.6,59.0,506,4.34,4.29,2.66
8091,0.84,Very Good,I,VVS2,61.7,56.0,3392,6.03,6.07,3.74
8092,1.7,Premium,G,VS1,61.2,57.0,17492,7.73,7.64,4.7
8093,1.64,Premium,E,SI1,61.8,59.0,12896,7.55,7.51,4.65
8094,1.5,Fair,J,VS2,64.5,59.0,5846,7.2,7.07,4.6
8095,0.72,Premium,F,VS1,62.4,58.0,2802,5.83,5.7,3.6
8096,1.0,Very Good,E,IF,62.5,55.0,11214,6.28,6.39,3.96
8097,1.37,Very Good,G,SI2,62.8,57.0,6609,7.06,7.12,4.45
8098,1.01,Premium,E,VVS1,61.6,58.0,10888,6.57,6.45,4.01
8099,0.58,Ideal,G,SI1,62.0,58.0,1408,5.33,5.38,3.32
8100,0.71,Ideal,E,SI2,58.7,57.0,2340,5.89,5.86,3.44
8101,0.56,Ideal,D,VS2,62.2,56.0,1963,5.24,5.28,3.27
8102,0.57,Very Good,G,I1,59.5,56.9,929,5.42,5.46,3.24
8103,0.53,Ideal,I,SI2,61.8,55.0,844,5.22,5.26,3.24
8104,1.49,Ideal,F,VVS2,61.1,58.0,18614,7.36,7.38,4.5
8105,0.31,Ideal,G,VVS1,61.8,54.0,789,4.38,4.42,2.72
8106,1.01,Good,F,SI2,64.9,60.0,4140,6.2,6.25,4.04
8107,0.4,Ideal,G,VVS2,61.4,53.0,883,4.73,4.81,2.93
8108,0.36,Ideal,D,VS2,61.7,55.0,852,4.58,4.6,2.83
8109,0.7,Very Good,H,VVS1,63.5,58.0,2682,5.63,5.59,3.56
8110,0.33,Ideal,G,VS1,61.9,55.0,666,4.41,4.44,2.74
8111,1.51,Very Good,H,VS2,63.1,57.0,8219,7.24,7.21,4.56
8112,0.3,Ideal,H,VVS2,62.7,53.0,590,4.29,4.32,2.7
8113,0.9,Very Good,H,SI1,60.8,57.0,3770,6.22,6.25,3.79
8114,0.25,Very Good,E,VVS2,60.9,59.0,575,4.03,4.11,2.48
8115,0.32,Good,F,SI1,63.8,59.0,593,4.33,4.29,2.75
8116,1.03,Ideal,G,VS2,60.3,56.0,6229,6.59,6.55,3.96
8117,1.19,Ideal,F,VS1,60.5,57.0,10449,6.82,6.88,4.15
8118,1.32,Ideal,G,VVS2,62.3,57.0,11419,6.96,7.04,4.36
8119,0.32,Ideal,G,VS2,61.8,55.0,561,4.41,4.42,2.73
8120,0.34,Very Good,E,VS2,59.8,62.0,659,4.52,4.54,2.71
8121,0.41,Ideal,H,VVS1,61.4,56.0,1043,4.77,4.8,2.94
8122,1.02,Very Good,D,IF,62.7,57.0,15306,6.36,6.46,4.02
8123,0.3,Premium,F,SI2,62.2,58.0,506,4.33,4.22,2.66
8124,0.27,Very Good,F,VS2,61.8,57.0,518,4.14,4.18,2.57
8125,0.27,Fair,E,VS1,66.4,58.0,371,3.99,4.02,2.66
8126,0.5,Premium,D,VS2,60.2,57.0,1845,5.21,5.15,3.12
8127,0.35,Ideal,J,VS2,61.4,55.0,446,4.55,4.57,2.8
8128,0.72,Premium,G,VS1,62.3,61.0,2646,5.73,5.66,3.55
8129,0.31,Good,E,SI1,63.7,57.0,698,4.31,4.29,2.74
8130,0.64,Ideal,F,VS2,61.1,56.0,2419,5.57,5.59,3.41
8131,1.51,Very Good,I,VS1,61.8,63.0,9640,7.34,7.28,4.52
8132,0.24,Ideal,D,VS1,62.6,57.0,687,3.92,4.0,2.48
8133,1.51,Premium,J,SI1,61.2,62.0,6976,7.36,7.32,4.49
8134,0.4,Very Good,H,VS1,61.3,59.0,818,4.79,4.74,2.92
8135,0.31,Very Good,H,VS2,60.0,60.0,489,4.4,4.43,2.65
8136,1.51,Ideal,H,VS2,61.9,59.0,11696,7.29,7.34,4.53
8137,0.3,Very Good,E,VVS2,61.9,59.0,789,4.27,4.32,2.66
8138,0.26,Ideal,H,IF,62.1,55.0,545,4.09,4.13,2.55
8139,0.32,Ideal,D,SI1,62.9,56.0,706,4.4,4.38,2.76
8140,0.91,Premium,D,SI2,61.1,60.0,4051,6.29,6.24,3.83
8141,1.52,Premium,D,SI2,59.1,58.0,9959,7.48,7.45,4.41
8142,1.06,Very Good,F,SI1,58.8,57.0,5491,6.67,6.76,3.95
8143,1.05,Very Good,I,SI1,62.6,56.0,4688,6.49,6.45,4.05
8144,0.71,Very Good,D,VS1,58.1,62.0,3145,5.84,5.89,3.41
8145,0.76,Ideal,E,VVS1,62.2,55.0,5056,5.86,5.82,3.63
8146,1.01,Ideal,G,VS2,61.9,58.0,6449,6.37,6.43,3.96
